date,commodity,market,state,variety,min_price,max_price,modal_price,avg_price
2025-10-15,Groundnut,Rajkot Market,Gujarat,GG-20,5296,6094,5695,5461
2025-10-15,Maize,Nizamabad APMC,Telangana,DHM-117,1857,2137,1997,1995
2025-10-15,Turmeric,Nizamabad Market,Telangana,Rajapuri,7526,8659,8092,7876
2025-10-15,Chilli,Guntur APMC,Andhra Pradesh,S-334,8277,9523,8900,8611
2025-10-15,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2124,2443,2283,2205
2025-10-15,Tomato,Kolar Market,Karnataka,Hybrid,1762,2027,1894,1890
2025-10-15,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1327,1527,1427,1470
2025-10-15,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5280,6075,5678,5881
2025-10-16,Wheat,Azadpur Mandi,Delhi,HD-2967,2339,2691,2515,2520
2025-10-16,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3204,3686,3445,3359
2025-10-16,Cotton,Adilabad APMC,Telangana,Bt Cotton,6871,7905,7388,7139
2025-10-16,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4190,4821,4506,4724
2025-10-16,Groundnut,Rajkot Market,Gujarat,GG-20,5005,5758,5382,5459
2025-10-16,Maize,Nizamabad APMC,Telangana,DHM-117,1878,2161,2019,1995
2025-10-16,Turmeric,Nizamabad Market,Telangana,Rajapuri,7132,8205,7669,7874
2025-10-16,Chilli,Guntur APMC,Andhra Pradesh,S-334,7695,8854,8274,8608
2025-10-16,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2082,2395,2239,2205
2025-10-16,Tomato,Kolar Market,Karnataka,Hybrid,1749,2013,1881,1890
2025-10-16,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1340,1542,1441,1470
2025-10-16,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5669,6522,6096,5879
2025-10-17,Wheat,Azadpur Mandi,Delhi,HD-2967,2316,2665,2491,2519
2025-10-17,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3265,3756,3510,3358
2025-10-17,Cotton,Adilabad APMC,Telangana,Bt Cotton,6767,7786,7277,7136
2025-10-17,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4178,4807,4492,4723
2025-10-17,Groundnut,Rajkot Market,Gujarat,GG-20,5135,5908,5522,5457
2025-10-17,Maize,Nizamabad APMC,Telangana,DHM-117,1785,2053,1919,1994
2025-10-17,Turmeric,Nizamabad Market,Telangana,Rajapuri,6971,8021,7496,7871
2025-10-17,Chilli,Guntur APMC,Andhra Pradesh,S-334,8301,9551,8926,8606
2025-10-17,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2139,2461,2300,2204
2025-10-17,Tomato,Kolar Market,Karnataka,Hybrid,1728,1988,1858,1889
2025-10-17,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1410,1623,1517,1469
2025-10-17,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5469,6293,5881,5877
2025-10-18,Wheat,Azadpur Mandi,Delhi,HD-2967,2251,2589,2420,2518
2025-10-18,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3091,3556,3324,3357
2025-10-18,Cotton,Adilabad APMC,Telangana,Bt Cotton,6481,7457,6969,7134
2025-10-18,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4356,5012,4684,4721
2025-10-18,Groundnut,Rajkot Market,Gujarat,GG-20,4827,5554,5191,5456
2025-10-18,Maize,Nizamabad APMC,Telangana,DHM-117,1823,2097,1960,1993
2025-10-18,Turmeric,Nizamabad Market,Telangana,Rajapuri,7619,8766,8193,7869
2025-10-18,Chilli,Guntur APMC,Andhra Pradesh,S-334,7836,9016,8426,8603
2025-10-18,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2069,2380,2224,2203
2025-10-18,Tomato,Kolar Market,Karnataka,Hybrid,1782,2051,1917,1888
2025-10-18,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1383,1591,1487,1469
2025-10-18,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5195,5977,5586,5875
2025-10-19,Wheat,Azadpur Mandi,Delhi,HD-2967,2432,2798,2615,2517
2025-10-19,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3142,3615,3378,3356
2025-10-19,Cotton,Adilabad APMC,Telangana,Bt Cotton,6406,7370,6888,7132
2025-10-19,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4182,4812,4497,4720
2025-10-19,Groundnut,Rajkot Market,Gujarat,GG-20,4932,5674,5303,5454
2025-10-19,Maize,Nizamabad APMC,Telangana,DHM-117,1813,2086,1950,1993
2025-10-19,Turmeric,Nizamabad Market,Telangana,Rajapuri,7084,8151,7618,7866
2025-10-19,Chilli,Guntur APMC,Andhra Pradesh,S-334,7761,8929,8345,8600
2025-10-19,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2048,2356,2202,2203
2025-10-19,Tomato,Kolar Market,Karnataka,Hybrid,1827,2102,1964,1888
2025-10-19,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1352,1555,1453,1468
2025-10-19,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5725,6587,6156,5873
2025-10-20,Wheat,Azadpur Mandi,Delhi,HD-2967,2333,2684,2509,2516
2025-10-20,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3145,3618,3382,3355
2025-10-20,Cotton,Adilabad APMC,Telangana,Bt Cotton,6924,7966,7445,7130
2025-10-20,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4507,5185,4846,4718
2025-10-20,Groundnut,Rajkot Market,Gujarat,GG-20,4888,5624,5256,5452
2025-10-20,Maize,Nizamabad APMC,Telangana,DHM-117,1834,2110,1972,1992
2025-10-20,Turmeric,Nizamabad Market,Telangana,Rajapuri,7215,8301,7758,7864
2025-10-20,Chilli,Guntur APMC,Andhra Pradesh,S-334,8250,9492,8871,8598
2025-10-20,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2068,2379,2223,2202
2025-10-20,Tomato,Kolar Market,Karnataka,Hybrid,1700,1956,1828,1887
2025-10-20,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1414,1627,1520,1468
2025-10-20,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5442,6261,5851,5872
2025-10-21,Wheat,Azadpur Mandi,Delhi,HD-2967,2229,2565,2397,2516
2025-10-21,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3145,3618,3382,3354
2025-10-21,Cotton,Adilabad APMC,Telangana,Bt Cotton,6955,8001,7478,7128
2025-10-21,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4572,5261,4916,4717
2025-10-21,Groundnut,Rajkot Market,Gujarat,GG-20,5143,5918,5530,5450
2025-10-21,Maize,Nizamabad APMC,Telangana,DHM-117,1832,2108,1970,1992
2025-10-21,Turmeric,Nizamabad Market,Telangana,Rajapuri,7416,8532,7974,7861
2025-10-21,Chilli,Guntur APMC,Andhra Pradesh,S-334,8388,9651,9019,8595
2025-10-21,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2022,2326,2174,2201
2025-10-21,Tomato,Kolar Market,Karnataka,Hybrid,1672,1923,1797,1887
2025-10-21,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1414,1627,1521,1467
2025-10-21,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5708,6567,6138,5870
2025-10-22,Wheat,Azadpur Mandi,Delhi,HD-2967,2250,2589,2420,2515
2025-10-22,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3129,3600,3365,3353
2025-10-22,Cotton,Adilabad APMC,Telangana,Bt Cotton,6547,7533,7040,7125
2025-10-22,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4507,5185,4846,4715
2025-10-22,Groundnut,Rajkot Market,Gujarat,GG-20,4989,5740,5365,5449
2025-10-22,Maize,Nizamabad APMC,Telangana,DHM-117,1789,2058,1923,1991
2025-10-22,Turmeric,Nizamabad Market,Telangana,Rajapuri,7069,8134,7602,7859
2025-10-22,Chilli,Guntur APMC,Andhra Pradesh,S-334,7826,9004,8415,8592
2025-10-22,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2061,2371,2216,2200
2025-10-22,Tomato,Kolar Market,Karnataka,Hybrid,1710,1967,1838,1886
2025-10-22,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1336,1537,1436,1467
2025-10-22,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5382,6192,5787,5868
2025-10-23,Wheat,Azadpur Mandi,Delhi,HD-2967,2275,2618,2446,2514
2025-10-23,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3022,3477,3250,3352
2025-10-23,Cotton,Adilabad APMC,Telangana,Bt Cotton,6699,7708,7204,7123
2025-10-23,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4354,5010,4682,4714
2025-10-23,Groundnut,Rajkot Market,Gujarat,GG-20,5304,6102,5703,5447
2025-10-23,Maize,Nizamabad APMC,Telangana,DHM-117,1831,2107,1969,1990
2025-10-23,Turmeric,Nizamabad Market,Telangana,Rajapuri,7316,8418,7867,7856
2025-10-23,Chilli,Guntur APMC,Andhra Pradesh,S-334,8043,9254,8649,8590
2025-10-23,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1968,2264,2116,2200
2025-10-23,Tomato,Kolar Market,Karnataka,Hybrid,1731,1992,1862,1886
2025-10-23,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1300,1496,1398,1467
2025-10-23,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5673,6527,6100,5866
2025-10-24,Wheat,Azadpur Mandi,Delhi,HD-2967,2417,2781,2599,2513
2025-10-24,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3267,3759,3513,3351
2025-10-24,Cotton,Adilabad APMC,Telangana,Bt Cotton,6418,7384,6901,7121
2025-10-24,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4398,5061,4730,4712
2025-10-24,Groundnut,Rajkot Market,Gujarat,GG-20,5155,5931,5543,5445
2025-10-24,Maize,Nizamabad APMC,Telangana,DHM-117,1858,2137,1998,1990
2025-10-24,Turmeric,Nizamabad Market,Telangana,Rajapuri,7642,8792,8217,7854
2025-10-24,Chilli,Guntur APMC,Andhra Pradesh,S-334,7951,9148,8550,8587
2025-10-24,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2136,2457,2297,2199
2025-10-24,Tomato,Kolar Market,Karnataka,Hybrid,1723,1982,1853,1885
2025-10-24,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1344,1546,1445,1466
2025-10-24,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5642,6491,6066,5864
2025-10-25,Wheat,Azadpur Mandi,Delhi,HD-2967,2441,2808,2624,2512
2025-10-25,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2983,3432,3207,3350
2025-10-25,Cotton,Adilabad APMC,Telangana,Bt Cotton,6642,7641,7142,7119
2025-10-25,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4540,5223,4881,4711
2025-10-25,Groundnut,Rajkot Market,Gujarat,GG-20,5251,6041,5646,5444
2025-10-25,Maize,Nizamabad APMC,Telangana,DHM-117,1775,2043,1909,1989
2025-10-25,Turmeric,Nizamabad Market,Telangana,Rajapuri,7268,8362,7815,7851
2025-10-25,Chilli,Guntur APMC,Andhra Pradesh,S-334,8157,9385,8771,8584
2025-10-25,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2071,2382,2227,2198
2025-10-25,Tomato,Kolar Market,Karnataka,Hybrid,1715,1973,1844,1884
2025-10-25,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1353,1557,1455,1466
2025-10-25,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5654,6505,6080,5862
2025-10-26,Wheat,Azadpur Mandi,Delhi,HD-2967,2228,2563,2395,2512
2025-10-26,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3009,3462,3235,3349
2025-10-26,Cotton,Adilabad APMC,Telangana,Bt Cotton,6547,7533,7040,7116
2025-10-26,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4478,5152,4815,4709
2025-10-26,Groundnut,Rajkot Market,Gujarat,GG-20,4998,5750,5374,5442
2025-10-26,Maize,Nizamabad APMC,Telangana,DHM-117,1828,2103,1965,1988
2025-10-26,Turmeric,Nizamabad Market,Telangana,Rajapuri,7309,8410,7860,7849
2025-10-26,Chilli,Guntur APMC,Andhra Pradesh,S-334,8054,9266,8660,8581
2025-10-26,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2076,2388,2232,2198
2025-10-26,Tomato,Kolar Market,Karnataka,Hybrid,1757,2021,1889,1884
2025-10-26,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1308,1505,1407,1465
2025-10-26,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5442,6261,5852,5861
2025-10-27,Wheat,Azadpur Mandi,Delhi,HD-2967,2383,2742,2562,2511
2025-10-27,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2985,3434,3210,3348
2025-10-27,Cotton,Adilabad APMC,Telangana,Bt Cotton,6731,7745,7238,7114
2025-10-27,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4243,4882,4562,4708
2025-10-27,Groundnut,Rajkot Market,Gujarat,GG-20,5072,5835,5453,5440
2025-10-27,Maize,Nizamabad APMC,Telangana,DHM-117,1836,2113,1974,1988
2025-10-27,Turmeric,Nizamabad Market,Telangana,Rajapuri,7381,8493,7937,7846
2025-10-27,Chilli,Guntur APMC,Andhra Pradesh,S-334,8015,9221,8618,8579
2025-10-27,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2036,2343,2190,2197
2025-10-27,Tomato,Kolar Market,Karnataka,Hybrid,1800,2071,1936,1883
2025-10-27,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1390,1600,1495,1465
2025-10-27,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5219,6005,5612,5859
2025-10-28,Wheat,Azadpur Mandi,Delhi,HD-2967,2280,2623,2451,2510
2025-10-28,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2991,3442,3216,3347
2025-10-28,Cotton,Adilabad APMC,Telangana,Bt Cotton,6471,7445,6958,7112
2025-10-28,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4192,4823,4507,4706
2025-10-28,Groundnut,Rajkot Market,Gujarat,GG-20,5137,5910,5524,5438
2025-10-28,Maize,Nizamabad APMC,Telangana,DHM-117,1856,2135,1995,1987
2025-10-28,Turmeric,Nizamabad Market,Telangana,Rajapuri,7033,8092,7562,7844
2025-10-28,Chilli,Guntur APMC,Andhra Pradesh,S-334,7824,9002,8413,8576
2025-10-28,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2058,2368,2213,2196
2025-10-28,Tomato,Kolar Market,Karnataka,Hybrid,1743,2005,1874,1883
2025-10-28,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1337,1539,1438,1464
2025-10-28,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5314,6113,5713,5857
2025-10-29,Wheat,Azadpur Mandi,Delhi,HD-2967,2418,2782,2600,2509
2025-10-29,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3183,3663,3423,3346
2025-10-29,Cotton,Adilabad APMC,Telangana,Bt Cotton,6720,7732,7226,7110
2025-10-29,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4210,4844,4527,4705
2025-10-29,Groundnut,Rajkot Market,Gujarat,GG-20,4927,5668,5297,5437
2025-10-29,Maize,Nizamabad APMC,Telangana,DHM-117,1855,2134,1994,1987
2025-10-29,Turmeric,Nizamabad Market,Telangana,Rajapuri,7186,8268,7727,7842
2025-10-29,Chilli,Guntur APMC,Andhra Pradesh,S-334,7834,9013,8424,8573
2025-10-29,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2125,2445,2285,2196
2025-10-29,Tomato,Kolar Market,Karnataka,Hybrid,1772,2038,1905,1882
2025-10-29,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1299,1495,1397,1464
2025-10-29,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5285,6081,5683,5855
2025-10-30,Wheat,Azadpur Mandi,Delhi,HD-2967,2294,2640,2467,2508
2025-10-30,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3141,3614,3378,3345
2025-10-30,Cotton,Adilabad APMC,Telangana,Bt Cotton,6631,7629,7130,7107
2025-10-30,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4167,4795,4481,4703
2025-10-30,Groundnut,Rajkot Market,Gujarat,GG-20,4905,5643,5274,5435
2025-10-30,Maize,Nizamabad APMC,Telangana,DHM-117,1774,2041,1907,1986
2025-10-30,Turmeric,Nizamabad Market,Telangana,Rajapuri,7604,8748,8176,7839
2025-10-30,Chilli,Guntur APMC,Andhra Pradesh,S-334,7974,9174,8574,8571
2025-10-30,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1951,2245,2098,2195
2025-10-30,Tomato,Kolar Market,Karnataka,Hybrid,1677,1929,1803,1881
2025-10-30,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1420,1634,1527,1463
2025-10-30,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5450,6271,5861,5853
2025-10-31,Wheat,Azadpur Mandi,Delhi,HD-2967,2412,2775,2593,2508
2025-10-31,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3227,3712,3469,3344
2025-10-31,Cotton,Adilabad APMC,Telangana,Bt Cotton,6883,7919,7401,7105
2025-10-31,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4448,5118,4783,4702
2025-10-31,Groundnut,Rajkot Market,Gujarat,GG-20,4921,5662,5292,5433
2025-10-31,Maize,Nizamabad APMC,Telangana,DHM-117,1862,2142,2002,1985
2025-10-31,Turmeric,Nizamabad Market,Telangana,Rajapuri,7213,8299,7756,7837
2025-10-31,Chilli,Guntur APMC,Andhra Pradesh,S-334,7699,8858,8278,8568
2025-10-31,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1939,2231,2085,2194
2025-10-31,Tomato,Kolar Market,Karnataka,Hybrid,1743,2005,1874,1881
2025-10-31,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1384,1593,1489,1463
2025-10-31,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5596,6438,6017,5851
2025-11-01,Wheat,Azadpur Mandi,Delhi,HD-2967,2401,2762,2581,2507
2025-11-01,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3162,3638,3400,3343
2025-11-01,Cotton,Adilabad APMC,Telangana,Bt Cotton,6469,7443,6956,7103
2025-11-01,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4521,5202,4862,4700
2025-11-01,Groundnut,Rajkot Market,Gujarat,GG-20,4928,5670,5299,5432
2025-11-01,Maize,Nizamabad APMC,Telangana,DHM-117,1917,2205,2061,1985
2025-11-01,Turmeric,Nizamabad Market,Telangana,Rajapuri,7328,8431,7880,7834
2025-11-01,Chilli,Guntur APMC,Andhra Pradesh,S-334,7900,9089,8494,8565
2025-11-01,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2121,2441,2281,2194
2025-11-01,Tomato,Kolar Market,Karnataka,Hybrid,1765,2030,1897,1880
2025-11-01,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1354,1558,1456,1462
2025-11-01,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5415,6230,5822,5849
2025-11-02,Wheat,Azadpur Mandi,Delhi,HD-2967,2216,2550,2383,2506
2025-11-02,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3111,3579,3345,3342
2025-11-02,Cotton,Adilabad APMC,Telangana,Bt Cotton,6901,7940,7421,7101
2025-11-02,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4349,5003,4676,4699
2025-11-02,Groundnut,Rajkot Market,Gujarat,GG-20,4798,5520,5159,5430
2025-11-02,Maize,Nizamabad APMC,Telangana,DHM-117,1929,2219,2074,1984
2025-11-02,Turmeric,Nizamabad Market,Telangana,Rajapuri,7312,8413,7862,7832
2025-11-02,Chilli,Guntur APMC,Andhra Pradesh,S-334,8081,9297,8689,8563
2025-11-02,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2036,2343,2190,2193
2025-11-02,Tomato,Kolar Market,Karnataka,Hybrid,1677,1929,1803,1880
2025-11-02,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1374,1581,1478,1462
2025-11-02,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5372,6181,5777,5848
2025-11-03,Wheat,Azadpur Mandi,Delhi,HD-2967,2365,2721,2543,2505
2025-11-03,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3021,3475,3248,3340
2025-11-03,Cotton,Adilabad APMC,Telangana,Bt Cotton,6294,7242,6768,7098
2025-11-03,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4381,5040,4711,4698
2025-11-03,Groundnut,Rajkot Market,Gujarat,GG-20,5204,5987,5595,5428
2025-11-03,Maize,Nizamabad APMC,Telangana,DHM-117,1824,2099,1962,1983
2025-11-03,Turmeric,Nizamabad Market,Telangana,Rajapuri,7484,8611,8048,7829
2025-11-03,Chilli,Guntur APMC,Andhra Pradesh,S-334,8311,9562,8936,8560
2025-11-03,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2078,2391,2234,2192
2025-11-03,Tomato,Kolar Market,Karnataka,Hybrid,1826,2100,1963,1879
2025-11-03,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1362,1566,1464,1461
2025-11-03,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5407,6221,5814,5846
2025-11-04,Wheat,Azadpur Mandi,Delhi,HD-2967,2363,2719,2541,2505
2025-11-04,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3169,3646,3408,3339
2025-11-04,Cotton,Adilabad APMC,Telangana,Bt Cotton,6340,7294,6817,7096
2025-11-04,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4552,5237,4894,4696
2025-11-04,Groundnut,Rajkot Market,Gujarat,GG-20,5283,6078,5681,5427
2025-11-04,Maize,Nizamabad APMC,Telangana,DHM-117,1784,2053,1919,1983
2025-11-04,Turmeric,Nizamabad Market,Telangana,Rajapuri,7089,8156,7623,7827
2025-11-04,Chilli,Guntur APMC,Andhra Pradesh,S-334,7943,9138,8540,8557
2025-11-04,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2019,2323,2171,2191
2025-11-04,Tomato,Kolar Market,Karnataka,Hybrid,1782,2051,1917,1878
2025-11-04,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1395,1605,1500,1461
2025-11-04,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5379,6189,5784,5844
2025-11-05,Wheat,Azadpur Mandi,Delhi,HD-2967,2432,2799,2615,2504
2025-11-05,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3099,3565,3332,3338
2025-11-05,Cotton,Adilabad APMC,Telangana,Bt Cotton,6300,7248,6774,7094
2025-11-05,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4323,4974,4648,4695
2025-11-05,Groundnut,Rajkot Market,Gujarat,GG-20,4874,5607,5241,5425
2025-11-05,Maize,Nizamabad APMC,Telangana,DHM-117,1771,2038,1905,1982
2025-11-05,Turmeric,Nizamabad Market,Telangana,Rajapuri,7296,8394,7845,7824
2025-11-05,Chilli,Guntur APMC,Andhra Pradesh,S-334,8258,9501,8879,8555
2025-11-05,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2030,2336,2183,2191
2025-11-05,Tomato,Kolar Market,Karnataka,Hybrid,1775,2042,1909,1878
2025-11-05,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1314,1512,1413,1461
2025-11-05,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5381,6191,5786,5842
2025-11-06,Wheat,Azadpur Mandi,Delhi,HD-2967,2435,2801,2618,2503
2025-11-06,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3179,3657,3418,3337
2025-11-06,Cotton,Adilabad APMC,Telangana,Bt Cotton,6281,7227,6754,7092
2025-11-06,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4207,4841,4524,4693
2025-11-06,Groundnut,Rajkot Market,Gujarat,GG-20,4830,5557,5193,5423
2025-11-06,Maize,Nizamabad APMC,Telangana,DHM-117,1809,2081,1945,1982
2025-11-06,Turmeric,Nizamabad Market,Telangana,Rajapuri,7350,8457,7904,7822
2025-11-06,Chilli,Guntur APMC,Andhra Pradesh,S-334,7864,9048,8456,8552
2025-11-06,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1985,2283,2134,2190
2025-11-06,Tomato,Kolar Market,Karnataka,Hybrid,1700,1956,1828,1877
2025-11-06,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1395,1605,1500,1460
2025-11-06,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5371,6179,5775,5840
2025-11-07,Wheat,Azadpur Mandi,Delhi,HD-2967,2329,2680,2505,2502
2025-11-07,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3032,3489,3261,3336
2025-11-07,Cotton,Adilabad APMC,Telangana,Bt Cotton,6338,7293,6815,7090
2025-11-07,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4350,5004,4677,4692
2025-11-07,Groundnut,Rajkot Market,Gujarat,GG-20,5257,6048,5652,5421
2025-11-07,Maize,Nizamabad APMC,Telangana,DHM-117,1895,2180,2038,1981
2025-11-07,Turmeric,Nizamabad Market,Telangana,Rajapuri,7512,8643,8077,7819
2025-11-07,Chilli,Guntur APMC,Andhra Pradesh,S-334,8038,9248,8643,8549
2025-11-07,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1969,2266,2117,2189
2025-11-07,Tomato,Kolar Market,Karnataka,Hybrid,1738,2000,1869,1877
2025-11-07,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1305,1502,1403,1460
2025-11-07,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5384,6194,5789,5838
2025-11-08,Wheat,Azadpur Mandi,Delhi,HD-2967,2333,2685,2509,2501
2025-11-08,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2958,3403,3180,3335
2025-11-08,Cotton,Adilabad APMC,Telangana,Bt Cotton,6434,7403,6919,7087
2025-11-08,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4278,4922,4600,4690
2025-11-08,Groundnut,Rajkot Market,Gujarat,GG-20,5064,5827,5446,5420
2025-11-08,Maize,Nizamabad APMC,Telangana,DHM-117,1760,2025,1892,1980
2025-11-08,Turmeric,Nizamabad Market,Telangana,Rajapuri,7068,8132,7600,7817
2025-11-08,Chilli,Guntur APMC,Andhra Pradesh,S-334,8314,9566,8940,8546
2025-11-08,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2074,2387,2231,2189
2025-11-08,Tomato,Kolar Market,Karnataka,Hybrid,1670,1921,1796,1876
2025-11-08,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1329,1529,1429,1459
2025-11-08,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5426,6242,5834,5837
2025-11-09,Wheat,Azadpur Mandi,Delhi,HD-2967,2357,2712,2535,2501
2025-11-09,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2984,3433,3208,3334
2025-11-09,Cotton,Adilabad APMC,Telangana,Bt Cotton,6510,7490,7000,7085
2025-11-09,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4298,4945,4622,4689
2025-11-09,Groundnut,Rajkot Market,Gujarat,GG-20,5144,5918,5531,5418
2025-11-09,Maize,Nizamabad APMC,Telangana,DHM-117,1864,2145,2005,1980
